achieved_rate_denominator,aggregate_output_metric_provenance,arrival_latency_estimand,arrival_latency_p95_across_blocks,arrival_latency_p95_across_blocks_ci95_high,arrival_latency_p95_across_blocks_ci95_low,arrival_latency_p95_across_blocks_ci_method,arrival_latency_p95_across_blocks_n,arrival_latency_p95_across_blocks_unit,arrival_window_seconds_sum,blocks_n,capacity_estimand_blocks_n,capacity_estimand_state,censored_block_reasons_json,censored_blocks_n,completed_rpm,completed_rpm_ci95_high,completed_rpm_ci95_low,completed_rpm_ci_method,completed_rpm_n,completed_rpm_unit,completion_rate,completion_rate_ci95_high,completion_rate_ci95_low,completion_rate_ci_method,completion_rate_n,completion_rate_unit,early_termination_seconds_sum,elapsed_wall_seconds_sum,healthy_blocks_n,launch_rate,launch_rate_ci95_high,launch_rate_ci95_low,launch_rate_ci_method,launch_rate_n,launch_rate_unit,launched_logical_rpm,launched_logical_rpm_ci95_high,launched_logical_rpm_ci95_low,launched_logical_rpm_ci_method,launched_logical_rpm_n,launched_logical_rpm_unit,logical_requests_launched_n,observed_blocks_healthy_n,observed_requests_completed_n,observed_requests_successful_n,offered_rate_denominator,offered_rpm,offered_rpm_ci95_high,offered_rpm_ci95_low,offered_rpm_ci_method,offered_rpm_n,offered_rpm_unit,offered_rps_target,phase,physical_attempt_rpm,physical_attempt_rpm_ci95_high,physical_attempt_rpm_ci95_low,physical_attempt_rpm_ci_method,physical_attempt_rpm_n,physical_attempt_rpm_unit,physical_attempt_success_rate,physical_attempt_success_rate_ci95_high,physical_attempt_success_rate_ci95_low,physical_attempt_success_rate_ci_method,physical_attempt_success_rate_n,physical_attempt_success_rate_unit,physical_attempts_n,physical_other_outcomes_n,physical_rate_limited_n,physical_server_errors_n,physical_status_provenance,physical_successes_n,physical_timeouts_n,physical_transport_errors_n,post_arrival_drain_p50,post_arrival_drain_p50_ci95_high,post_arrival_drain_p50_ci95_low,post_arrival_drain_p50_ci_method,post_arrival_drain_p50_n,post_arrival_drain_p50_unit,post_arrival_drain_seconds_sum,quality_adjusted_rpm,quality_adjusted_rpm_ci95_high,quality_adjusted_rpm_ci95_low,quality_adjusted_rpm_ci_method,quality_adjusted_rpm_n,quality_adjusted_rpm_unit,quality_censored_blocks_n,quality_complete_blocks_n,quality_mean,quality_mean_ci95_high,quality_mean_ci95_low,quality_mean_ci_method,quality_mean_n,quality_mean_unit,quality_reporting_state,quality_verification_counts_json,raw_runner_elapsed_seconds_sum,requests_completed_n,requests_successful_n,route_id,sampling_unit,service_latency_estimand,service_latency_p95_across_blocks,service_latency_p95_across_blocks_ci95_high,service_latency_p95_across_blocks_ci95_low,service_latency_p95_across_blocks_ci_method,service_latency_p95_across_blocks_n,service_latency_p95_across_blocks_unit,shape,success_rate,success_rate_ci95_high,success_rate_ci95_low,success_rate_ci_method,success_rate_estimand,success_rate_n,success_rate_unit,successful_input_tpm,successful_input_tpm_ci95_high,successful_input_tpm_ci95_low,successful_input_tpm_ci_method,successful_input_tpm_n,successful_input_tpm_unit,successful_output_tpm,successful_output_tpm_ci95_high,successful_output_tpm_ci95_low,successful_output_tpm_ci_method,successful_output_tpm_n,successful_output_tpm_unit,successful_rpm,successful_rpm_ci95_high,successful_rpm_ci95_low,successful_rpm_ci_method,successful_rpm_n,successful_rpm_unit,tpm_censored_blocks_n,tpm_complete_blocks_n,tpm_estimand,tpm_reporting_state,ttft_estimand,ttft_p95_across_blocks,ttft_p95_across_blocks_ci95_high,ttft_p95_across_blocks_ci95_low,ttft_p95_across_blocks_ci_method,ttft_p95_across_blocks_n,ttft_p95_across_blocks_unit,unknown_outcomes_n,usage_verification_counts_json,warm_state
"at least the full registered arrival window, extended through response drain",successful completion tokens / analysis-block wall-clock minute,successful_final_logical_outcomes_only,33.1898013809463,,,single-block-no-CI,1,seconds,40.0,1,1,eligible_blocks_only,{},0,21.000176240468292,,,single-block-no-CI,1,requests/minute,1.0,,,single-block-no-CI,1,proportion,0.0,57.1423775809817,0,1.0,,,single-block-no-CI,1,proportion,21.000176240468292,,,single-block-no-CI,1,requests/minute,20,0,20,5,scheduled-arrival window,30.0,,,single-block-no-CI,1,requests/minute,0.5,baseline,37.80031723284293,,,single-block-no-CI,1,attempts/minute,0.1388888888888889,,,single-block-no-CI,1,proportion,36,0,31,0,"all terminal provider send attempts, including intermediate retries; other_outcomes is the residual not decomposed by the epoch event schema",5,0,0,17.1423775809817,,,single-block-no-CI,1,seconds,17.1423775809817,0.0,,,single-block-no-CI,1,quality-weighted successful tasks/minute,0,1,0.0,,,single-block-no-CI,1,proportion,complete,"{""request_ledger_join"":1}",57.1423775809817,20,5,nvidia-nemotron-3-super-120b,capacity-eligible load epoch/block; launch-guarded and scientifically censored blocks are retained as audit counts but excluded from provider-capacity estimands; bootstrap assumes block-level exchangeability and does not remove temporal autocorrelation,successful_final_logical_outcomes_only,33.17534838758874,,,single-block-no-CI,1,seconds,long_short,0.25,,,single-block-no-CI,"successful final logical outcomes / all scheduled open-loop arrivals; unlaunched, unknown, and failed arrivals remain in the denominator",1,proportion,525251.1580825328,,,single-block-no-CI,1,tokens/minute,672.0056396949853,,,single-block-no-CI,1,tokens/minute,5.250044060117073,,,single-block-no-CI,1,requests/minute,0,1,"successful provider-reported tokens in complete-usage blocks / at least the full registered arrival window, extended through response drain; partial results may be biased if usage missingness is informative",complete,successful_final_logical_outcomes_with_observed_ttft_only,,,,epoch/block-bootstrap-percentile,0,seconds,0,"{""request_ledger_join"":1}",uncontrolled_not_paired
"at least the full registered arrival window, extended through response drain",successful completion tokens / analysis-block wall-clock minute,successful_final_logical_outcomes_only,27.619379129575098,,,single-block-no-CI,1,seconds,20.0,1,1,eligible_blocks_only,{},0,33.63638366764891,,,single-block-no-CI,1,requests/minute,1.0,,,single-block-no-CI,1,proportion,0.0,35.67565442994237,0,1.0,,,single-block-no-CI,1,proportion,33.63638366764891,,,single-block-no-CI,1,requests/minute,20,0,20,3,scheduled-arrival window,60.0,,,single-block-no-CI,1,requests/minute,1.0,baseline,63.909128968532926,,,single-block-no-CI,1,attempts/minute,0.07894736842105263,,,single-block-no-CI,1,proportion,38,0,35,0,"all terminal provider send attempts, including intermediate retries; other_outcomes is the residual not decomposed by the epoch event schema",3,0,0,15.67565442994237,,,single-block-no-CI,1,seconds,15.67565442994237,0.0,,,single-block-no-CI,1,quality-weighted successful tasks/minute,0,1,0.0,,,single-block-no-CI,1,proportion,complete,"{""request_ledger_join"":1}",35.67565442994237,20,3,nvidia-nemotron-3-super-120b,capacity-eligible load epoch/block; launch-guarded and scientifically censored blocks are retained as audit counts but excluded from provider-capacity estimands; bootstrap assumes block-level exchangeability and does not remove temporal autocorrelation,successful_final_logical_outcomes_only,27.49913076731609,,,single-block-no-CI,1,seconds,long_short,0.15,,,single-block-no-CI,"successful final logical outcomes / all scheduled open-loop arrivals; unlaunched, unknown, and failed arrivals remain in the denominator",1,proportion,504782.8915195906,,,single-block-no-CI,1,tokens/minute,645.8185664188591,,,single-block-no-CI,1,tokens/minute,5.045457550147336,,,single-block-no-CI,1,requests/minute,0,1,"successful provider-reported tokens in complete-usage blocks / at least the full registered arrival window, extended through response drain; partial results may be biased if usage missingness is informative",complete,successful_final_logical_outcomes_with_observed_ttft_only,,,,epoch/block-bootstrap-percentile,0,seconds,0,"{""request_ledger_join"":1}",uncontrolled_not_paired
"at least the full registered arrival window, extended through response drain",successful completion tokens / analysis-block wall-clock minute,successful_final_logical_outcomes_only,18.589456076355415,,,single-block-no-CI,1,seconds,80.0,1,1,eligible_blocks_only,{},0,14.999752928745385,,,single-block-no-CI,1,requests/minute,1.0,,,single-block-no-CI,1,proportion,0.0,80.00131773506291,0,1.0,,,single-block-no-CI,1,proportion,14.999752928745385,,,single-block-no-CI,1,requests/minute,20,0,20,2,scheduled-arrival window,15.0,,,single-block-no-CI,1,requests/minute,0.25,baseline,29.2495182110535,,,single-block-no-CI,1,attempts/minute,0.05128205128205128,,,single-block-no-CI,1,proportion,39,0,37,0,"all terminal provider send attempts, including intermediate retries; other_outcomes is the residual not decomposed by the epoch event schema",2,0,0,0.0013177350629121065,,,single-block-no-CI,1,seconds,0.0013177350629121065,1.4999752928745385,,,single-block-no-CI,1,quality-weighted successful tasks/minute,0,1,0.1,,,single-block-no-CI,1,proportion,complete,"{""request_ledger_join"":1}",80.00131773506291,20,2,nvidia-nemotron-3-super-120b,capacity-eligible load epoch/block; launch-guarded and scientifically censored blocks are retained as audit counts but excluded from provider-capacity estimands; bootstrap assumes block-level exchangeability and does not remove temporal autocorrelation,successful_final_logical_outcomes_only,17.726521510508608,,,single-block-no-CI,1,seconds,short_short,0.1,,,single-block-no-CI,"successful final logical outcomes / all scheduled open-loop arrivals; unlaunched, unknown, and failed arrivals remain in the denominator",1,proportion,437.24279787292795,,,single-block-no-CI,1,tokens/minute,86.99856698672323,,,single-block-no-CI,1,tokens/minute,1.4999752928745385,,,single-block-no-CI,1,requests/minute,0,1,"successful provider-reported tokens in complete-usage blocks / at least the full registered arrival window, extended through response drain; partial results may be biased if usage missingness is informative",complete,successful_final_logical_outcomes_with_observed_ttft_only,17.246089276962447,,,single-block-no-CI,1,seconds,0,"{""request_ledger_join"":1}",uncontrolled_not_paired
"at least the full registered arrival window, extended through response drain",successful completion tokens / analysis-block wall-clock minute,successful_final_logical_outcomes_only,,,,epoch/block-bootstrap-percentile,0,seconds,40.0,1,1,eligible_blocks_only,{},0,29.85846096109039,,,single-block-no-CI,1,requests/minute,1.0,,,single-block-no-CI,1,proportion,0.0,40.18961330805905,0,1.0,,,single-block-no-CI,1,proportion,29.85846096109039,,,single-block-no-CI,1,requests/minute,20,0,20,0,scheduled-arrival window,30.0,,,single-block-no-CI,1,requests/minute,0.5,baseline,59.71692192218078,,,single-block-no-CI,1,attempts/minute,0.0,,,single-block-no-CI,1,proportion,40,0,40,0,"all terminal provider send attempts, including intermediate retries; other_outcomes is the residual not decomposed by the epoch event schema",0,0,0,0.18961330805905163,,,single-block-no-CI,1,seconds,0.18961330805905163,0.0,,,single-block-no-CI,1,quality-weighted successful tasks/minute,0,1,0.0,,,single-block-no-CI,1,proportion,complete,"{""request_ledger_join"":1}",40.18961330805905,20,0,nvidia-nemotron-3-super-120b,capacity-eligible load epoch/block; launch-guarded and scientifically censored blocks are retained as audit counts but excluded from provider-capacity estimands; bootstrap assumes block-level exchangeability and does not remove temporal autocorrelation,successful_final_logical_outcomes_only,,,,epoch/block-bootstrap-percentile,0,seconds,short_short,0.0,,,single-block-no-CI,"successful final logical outcomes / all scheduled open-loop arrivals; unlaunched, unknown, and failed arrivals remain in the denominator",1,proportion,0.0,,,single-block-no-CI,1,tokens/minute,0.0,,,single-block-no-CI,1,tokens/minute,0.0,,,single-block-no-CI,1,requests/minute,0,1,"successful provider-reported tokens in complete-usage blocks / at least the full registered arrival window, extended through response drain; partial results may be biased if usage missingness is informative",complete,successful_final_logical_outcomes_with_observed_ttft_only,,,,epoch/block-bootstrap-percentile,0,seconds,0,"{""request_ledger_join"":1}",uncontrolled_not_paired
"at least the full registered arrival window, extended through response drain",successful completion tokens / analysis-block wall-clock minute,successful_final_logical_outcomes_only,20.4374462795211,,,single-block-no-CI,1,seconds,20.0,1,1,eligible_blocks_only,{},0,41.017500117561575,,,single-block-no-CI,1,requests/minute,1.0,,,single-block-no-CI,1,proportion,0.0,29.25580536504276,0,1.0,,,single-block-no-CI,1,proportion,41.017500117561575,,,single-block-no-CI,1,requests/minute,20,0,20,3,scheduled-arrival window,60.0,,,single-block-no-CI,1,requests/minute,1.0,baseline,77.933250223367,,,single-block-no-CI,1,attempts/minute,0.07894736842105263,,,single-block-no-CI,1,proportion,38,0,35,0,"all terminal provider send attempts, including intermediate retries; other_outcomes is the residual not decomposed by the epoch event schema",3,0,0,9.255805365042761,,,single-block-no-CI,1,seconds,9.255805365042761,6.152625017634236,,,single-block-no-CI,1,quality-weighted successful tasks/minute,0,1,0.15,,,single-block-no-CI,1,proportion,complete,"{""request_ledger_join"":1}",29.25580536504276,20,3,nvidia-nemotron-3-super-120b,capacity-eligible load epoch/block; launch-guarded and scientifically censored blocks are retained as audit counts but excluded from provider-capacity estimands; bootstrap assumes block-level exchangeability and does not remove temporal autocorrelation,successful_final_logical_outcomes_only,20.35729803012218,,,single-block-no-CI,1,seconds,short_short,0.15,,,single-block-no-CI,"successful final logical outcomes / all scheduled open-loop arrivals; unlaunched, unknown, and failed arrivals remain in the denominator",1,proportion,1790.4138801315628,,,single-block-no-CI,1,tokens/minute,434.7855012461527,,,single-block-no-CI,1,tokens/minute,6.152625017634236,,,single-block-no-CI,1,requests/minute,0,1,"successful provider-reported tokens in complete-usage blocks / at least the full registered arrival window, extended through response drain; partial results may be biased if usage missingness is informative",complete,successful_final_logical_outcomes_with_observed_ttft_only,19.792779611062723,,,single-block-no-CI,1,seconds,0,"{""request_ledger_join"":1}",uncontrolled_not_paired
"at least the full registered arrival window, extended through response drain",successful completion tokens / analysis-block wall-clock minute,successful_final_logical_outcomes_only,13.565563690062845,,,single-block-no-CI,1,seconds,80.0,1,1,eligible_blocks_only,{},0,13.281263171964651,,,single-block-no-CI,1,requests/minute,1.0,,,single-block-no-CI,1,proportion,0.0,90.35285156709142,0,1.0,,,single-block-no-CI,1,proportion,13.281263171964651,,,single-block-no-CI,1,requests/minute,20,0,20,20,scheduled-arrival window,15.0,,,single-block-no-CI,1,requests/minute,0.25,baseline,13.281263171964651,,,single-block-no-CI,1,attempts/minute,1.0,,,single-block-no-CI,1,proportion,20,0,0,0,"all terminal provider send attempts, including intermediate retries; other_outcomes is the residual not decomposed by the epoch event schema",20,0,0,10.35285156709142,,,single-block-no-CI,1,seconds,10.35285156709142,0.0,,,single-block-no-CI,1,quality-weighted successful tasks/minute,0,1,0.0,,,single-block-no-CI,1,proportion,complete,"{""request_ledger_join"":1}",90.35285156709142,20,20,openai-gpt-oss-120b,capacity-eligible load epoch/block; launch-guarded and scientifically censored blocks are retained as audit counts but excluded from provider-capacity estimands; bootstrap assumes block-level exchangeability and does not remove temporal autocorrelation,successful_final_logical_outcomes_only,13.552115531580057,,,single-block-no-CI,1,seconds,long_short,1.0,,,single-block-no-CI,"successful final logical outcomes / all scheduled open-loop arrivals; unlaunched, unknown, and failed arrivals remain in the denominator",1,proportion,1328867.411681461,,,single-block-no-CI,1,tokens/minute,1688.0485491567074,,,single-block-no-CI,1,tokens/minute,13.281263171964651,,,single-block-no-CI,1,requests/minute,0,1,"successful provider-reported tokens in complete-usage blocks / at least the full registered arrival window, extended through response drain; partial results may be biased if usage missingness is informative",complete,successful_final_logical_outcomes_with_observed_ttft_only,11.998087076004595,,,single-block-no-CI,1,seconds,0,"{""request_ledger_join"":1}",uncontrolled_not_paired
"at least the full registered arrival window, extended through response drain",successful completion tokens / analysis-block wall-clock minute,successful_final_logical_outcomes_only,21.872384551487634,,,single-block-no-CI,1,seconds,40.0,1,1,eligible_blocks_only,{},0,21.02098005916865,,,single-block-no-CI,1,requests/minute,1.0,,,single-block-no-CI,1,proportion,0.0,57.08582552394364,0,1.0,,,single-block-no-CI,1,proportion,21.02098005916865,,,single-block-no-CI,1,requests/minute,20,0,20,20,scheduled-arrival window,30.0,,,single-block-no-CI,1,requests/minute,0.5,baseline,21.02098005916865,,,single-block-no-CI,1,attempts/minute,1.0,,,single-block-no-CI,1,proportion,20,0,0,0,"all terminal provider send attempts, including intermediate retries; other_outcomes is the residual not decomposed by the epoch event schema",20,0,0,17.08582552394364,,,single-block-no-CI,1,seconds,17.08582552394364,0.0,,,single-block-no-CI,1,quality-weighted successful tasks/minute,0,1,0.0,,,single-block-no-CI,1,proportion,complete,"{""request_ledger_join"":1}",57.08582552394364,20,20,openai-gpt-oss-120b,capacity-eligible load epoch/block; launch-guarded and scientifically censored blocks are retained as audit counts but excluded from provider-capacity estimands; bootstrap assumes block-level exchangeability and does not remove temporal autocorrelation,successful_final_logical_outcomes_only,21.86075586791267,,,single-block-no-CI,1,seconds,long_short,1.0,,,single-block-no-CI,"successful final logical outcomes / all scheduled open-loop arrivals; unlaunched, unknown, and failed arrivals remain in the denominator",1,proportion,2103239.4451340777,,,single-block-no-CI,1,tokens/minute,2578.223204257035,,,single-block-no-CI,1,tokens/minute,21.02098005916865,,,single-block-no-CI,1,requests/minute,0,1,"successful provider-reported tokens in complete-usage blocks / at least the full registered arrival window, extended through response drain; partial results may be biased if usage missingness is informative",complete,successful_final_logical_outcomes_with_observed_ttft_only,8.614118385012262,,,single-block-no-CI,1,seconds,0,"{""request_ledger_join"":1}",uncontrolled_not_paired
"at least the full registered arrival window, extended through response drain",successful completion tokens / analysis-block wall-clock minute,successful_final_logical_outcomes_only,28.977948167151773,,,single-block-no-CI,1,seconds,20.0,1,1,eligible_blocks_only,{},0,34.632148683288676,,,single-block-no-CI,1,requests/minute,1.0,,,single-block-no-CI,1,proportion,0.0,34.64988588995766,0,1.0,,,single-block-no-CI,1,proportion,34.632148683288676,,,single-block-no-CI,1,requests/minute,20,0,20,20,scheduled-arrival window,60.0,,,single-block-no-CI,1,requests/minute,1.0,baseline,34.632148683288676,,,single-block-no-CI,1,attempts/minute,1.0,,,single-block-no-CI,1,proportion,20,0,0,0,"all terminal provider send attempts, including intermediate retries; other_outcomes is the residual not decomposed by the epoch event schema",20,0,0,14.649885889957659,,,single-block-no-CI,1,seconds,14.649885889957659,0.0,,,single-block-no-CI,1,quality-weighted successful tasks/minute,0,1,0.0,,,single-block-no-CI,1,proportion,complete,"{""request_ledger_join"":1}",34.64988588995766,20,20,openai-gpt-oss-120b,capacity-eligible load epoch/block; launch-guarded and scientifically censored blocks are retained as audit counts but excluded from provider-capacity estimands; bootstrap assumes block-level exchangeability and does not remove temporal autocorrelation,successful_final_logical_outcomes_only,28.963264665997123,,,single-block-no-CI,1,seconds,long_short,1.0,,,single-block-no-CI,"successful final logical outcomes / all scheduled open-loop arrivals; unlaunched, unknown, and failed arrivals remain in the denominator",1,proportion,3465048.6406016476,,,single-block-no-CI,1,tokens/minute,4432.915031460951,,,single-block-no-CI,1,tokens/minute,34.632148683288676,,,single-block-no-CI,1,requests/minute,0,1,"successful provider-reported tokens in complete-usage blocks / at least the full registered arrival window, extended through response drain; partial results may be biased if usage missingness is informative",complete,successful_final_logical_outcomes_with_observed_ttft_only,,,,epoch/block-bootstrap-percentile,0,seconds,0,"{""request_ledger_join"":1}",uncontrolled_not_paired
"at least the full registered arrival window, extended through response drain",successful completion tokens / analysis-block wall-clock minute,successful_final_logical_outcomes_only,116.76142156137503,,,single-block-no-CI,1,seconds,5.0,1,1,eligible_blocks_only,{},0,1.0196261563806353,,,single-block-no-CI,1,requests/minute,1.0,,,single-block-no-CI,1,proportion,0.0,117.69019385101274,1,1.0,,,single-block-no-CI,1,proportion,1.0196261563806353,,,single-block-no-CI,1,requests/minute,2,1,2,2,scheduled-arrival window,24.0,,,single-block-no-CI,1,requests/minute,0.25,aimd,1.0196261563806353,,,single-block-no-CI,1,attempts/minute,1.0,,,single-block-no-CI,1,proportion,2,0,0,0,"all terminal provider send attempts, including intermediate retries; other_outcomes is the residual not decomposed by the epoch event schema",2,0,0,112.69019385101274,,,single-block-no-CI,1,seconds,112.69019385101274,1.0196261563806353,,,single-block-no-CI,1,quality-weighted successful tasks/minute,0,1,1.0,,,single-block-no-CI,1,proportion,complete,"{""request_ledger_join"":1}",117.69019385101274,2,2,openai-gpt-oss-120b,capacity-eligible load epoch/block; launch-guarded and scientifically censored blocks are retained as audit counts but excluded from provider-capacity estimands; bootstrap assumes block-level exchangeability and does not remove temporal autocorrelation,successful_final_logical_outcomes_only,116.74709033077816,,,single-block-no-CI,1,seconds,short_long,1.0,,,single-block-no-CI,"successful final logical outcomes / all scheduled open-loop arrivals; unlaunched, unknown, and failed arrivals remain in the denominator",1,proportion,356.8691547332224,,,single-block-no-CI,1,tokens/minute,4176.388736535082,,,single-block-no-CI,1,tokens/minute,1.0196261563806353,,,single-block-no-CI,1,requests/minute,0,1,"successful provider-reported tokens in complete-usage blocks / at least the full registered arrival window, extended through response drain; partial results may be biased if usage missingness is informative",complete,successful_final_logical_outcomes_with_observed_ttft_only,8.35856441099313,,,single-block-no-CI,1,seconds,0,"{""request_ledger_join"":1}",uncontrolled_not_paired
"at least the full registered arrival window, extended through response drain",successful completion tokens / analysis-block wall-clock minute,successful_final_logical_outcomes_only,110.38106298947241,,,single-block-no-CI,1,seconds,5.0,1,1,eligible_blocks_only,{},0,1.0483999133649389,,,single-block-no-CI,1,requests/minute,1.0,,,single-block-no-CI,1,proportion,0.0,114.46013917995151,1,1.0,,,single-block-no-CI,1,proportion,1.0483999133649389,,,single-block-no-CI,1,requests/minute,2,1,2,2,scheduled-arrival window,24.0,,,single-block-no-CI,1,requests/minute,0.5,aimd,1.0483999133649389,,,single-block-no-CI,1,attempts/minute,1.0,,,single-block-no-CI,1,proportion,2,0,0,0,"all terminal provider send attempts, including intermediate retries; other_outcomes is the residual not decomposed by the epoch event schema",2,0,0,109.46013917995151,,,single-block-no-CI,1,seconds,109.46013917995151,1.0483999133649389,,,single-block-no-CI,1,quality-weighted successful tasks/minute,0,1,1.0,,,single-block-no-CI,1,proportion,complete,"{""request_ledger_join"":1}",114.46013917995151,2,2,openai-gpt-oss-120b,capacity-eligible load epoch/block; launch-guarded and scientifically censored blocks are retained as audit counts but excluded from provider-capacity estimands; bootstrap assumes block-level exchangeability and does not remove temporal autocorrelation,successful_final_logical_outcomes_only,110.3656464105996,,,single-block-no-CI,1,seconds,short_long,1.0,,,single-block-no-CI,"successful final logical outcomes / all scheduled open-loop arrivals; unlaunched, unknown, and failed arrivals remain in the denominator",1,proportion,366.4157697210461,,,single-block-no-CI,1,tokens/minute,4294.24604514279,,,single-block-no-CI,1,tokens/minute,1.0483999133649389,,,single-block-no-CI,1,requests/minute,0,1,"successful provider-reported tokens in complete-usage blocks / at least the full registered arrival window, extended through response drain; partial results may be biased if usage missingness is informative",complete,successful_final_logical_outcomes_with_observed_ttft_only,8.48292066891445,,,single-block-no-CI,1,seconds,0,"{""request_ledger_join"":1}",uncontrolled_not_paired
"at least the full registered arrival window, extended through response drain",successful completion tokens / analysis-block wall-clock minute,successful_final_logical_outcomes_only,100.0547148500511,103.66825756777543,88.88699827770469,epoch/block-bootstrap-percentile,7,seconds,35.0,7,7,eligible_blocks_only,{},0,2.500258980703293,3.498234099352957,1.783584674621482,epoch/block-bootstrap-ratio-of-sums,7,requests/minute,1.0,1.0,1.0,epoch/block-bootstrap-ratio-of-sums,7,proportion,0.0,719.9254212832311,7,1.0,1.0,1.0,epoch/block-bootstrap-ratio-of-sums,7,proportion,2.500258980703293,3.498234099352957,1.783584674621482,epoch/block-bootstrap-ratio-of-sums,7,requests/minute,30,7,30,30,scheduled-arrival window,51.42857142857143,73.71428571428571,34.285714285714285,epoch/block-bootstrap-ratio-of-sums,7,requests/minute,1.0,aimd,2.500258980703293,3.498234099352957,1.783584674621482,epoch/block-bootstrap-ratio-of-sums,7,attempts/minute,1.0,1.0,1.0,epoch/block-bootstrap-ratio-of-sums,7,proportion,30,0,0,0,"all terminal provider send attempts, including intermediate retries; other_outcomes is the residual not decomposed by the epoch event schema",30,0,0,100.0476704359753,101.41741355194245,85.70696558209602,epoch/block-bootstrap-percentile,7,seconds,684.9254212832311,2.3335750486564066,3.2247299290177165,1.570743695046206,epoch/block-bootstrap-ratio-of-sums,7,quality-weighted successful tasks/minute,0,7,0.9333333333333333,1.0,0.84,epoch/block-bootstrap-ratio-of-sums,7,proportion,complete,"{""request_ledger_join"":7}",719.9254212832311,30,30,openai-gpt-oss-120b,capacity-eligible load epoch/block; launch-guarded and scientifically censored blocks are retained as audit counts but excluded from provider-capacity estimands; bootstrap assumes block-level exchangeability and does not remove temporal autocorrelation,successful_final_logical_outcomes_only,100.04347706008122,103.65743869715371,88.87309043329442,epoch/block-bootstrap-percentile,7,seconds,short_long,1.0,1.0,1.0,epoch/block-bootstrap-ratio-of-sums,"successful final logical outcomes / all scheduled open-loop arrivals; unlaunched, unknown, and failed arrivals remain in the denominator",7,proportion,875.3406691442227,1225.4950092596928,623.5737219966111,epoch/block-bootstrap-ratio-of-sums,7,tokens/minute,9662.167488961852,13380.761174777854,6569.2606521334355,epoch/block-bootstrap-ratio-of-sums,7,tokens/minute,2.500258980703293,3.498234099352957,1.783584674621482,epoch/block-bootstrap-ratio-of-sums,7,requests/minute,0,7,"successful provider-reported tokens in complete-usage blocks / at least the full registered arrival window, extended through response drain; partial results may be biased if usage missingness is informative",complete,successful_final_logical_outcomes_with_observed_ttft_only,8.175825856701703,11.527232454076874,7.384777748544002,epoch/block-bootstrap-percentile,7,seconds,0,"{""request_ledger_join"":7}",uncontrolled_not_paired
"at least the full registered arrival window, extended through response drain",successful completion tokens / analysis-block wall-clock minute,successful_final_logical_outcomes_only,116.81200585208717,,,single-block-no-CI,1,seconds,20.0,1,1,eligible_blocks_only,{},0,9.043769465612725,,,single-block-no-CI,1,requests/minute,1.0,,,single-block-no-CI,1,proportion,0.0,132.68803506798577,1,1.0,,,single-block-no-CI,1,proportion,9.043769465612725,,,single-block-no-CI,1,requests/minute,20,1,20,20,scheduled-arrival window,60.0,,,single-block-no-CI,1,requests/minute,1.0,baseline,9.043769465612725,,,single-block-no-CI,1,attempts/minute,1.0,,,single-block-no-CI,1,proportion,20,0,0,0,"all terminal provider send attempts, including intermediate retries; other_outcomes is the residual not decomposed by the epoch event schema",20,0,0,112.68803506798577,,,single-block-no-CI,1,seconds,112.68803506798577,8.591580992332087,,,single-block-no-CI,1,quality-weighted successful tasks/minute,0,1,0.95,,,single-block-no-CI,1,proportion,complete,"{""request_ledger_join"":1}",132.68803506798577,20,20,openai-gpt-oss-120b,capacity-eligible load epoch/block; launch-guarded and scientifically censored blocks are retained as audit counts but excluded from provider-capacity estimands; bootstrap assumes block-level exchangeability and does not remove temporal autocorrelation,successful_final_logical_outcomes_only,116.80193085052889,,,single-block-no-CI,1,seconds,short_long,1.0,,,single-block-no-CI,"successful final logical outcomes / all scheduled open-loop arrivals; unlaunched, unknown, and failed arrivals remain in the denominator",1,proportion,3167.5802553308567,,,single-block-no-CI,1,tokens/minute,35927.73076756639,,,single-block-no-CI,1,tokens/minute,9.043769465612725,,,single-block-no-CI,1,requests/minute,0,1,"successful provider-reported tokens in complete-usage blocks / at least the full registered arrival window, extended through response drain; partial results may be biased if usage missingness is informative",complete,successful_final_logical_outcomes_with_observed_ttft_only,11.535607498488389,,,single-block-no-CI,1,seconds,0,"{""request_ledger_join"":1}",uncontrolled_not_paired
